video_id,clip_id,text,label,annotation
6_0THN4chvY,2,BUT I BET IF YOU PUT THEM NEXT TO THE NEW FILM THAT THE STYLE WOULD BE SIMILAR ENOUGH THAT YOU WOULDNT BE ABLE TO REALLY TELL WHAT THE DIFFERENCE IS,0.6,Positive
6_0THN4chvY,3,UM ITS ITS GREAT IF YOU REMEMBER THAT WAS OLD FILMS,2.0,Positive
6_0THN4chvY,4,WOULD BE GREAT FOR KIDS TOO,2.0,Positive
6_0THN4chvY,5,THE STORY IS PRETTY SIMPLE,0.0,Neutral
6_0THN4chvY,6,WEVE GOT GREAT JOKES,1.6,Positive
6_0THN4chvY,7,UM FUNNY JOKES THAT THE KIDS WOULD GET,0.8,Positive
6_0THN4chvY,8,UM I LOVE THE SCENE WHERE EEYORE AND POOH THINK THAT OWL IS GETTING SICK,2.0,Positive
6_0THN4chvY,9,BECAUSE HE SAYS ISSUE AND THEY THINK HE IS SAYING AT YOU,-0.6,Negative
6_0THN4chvY,10,UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE,0.4,Positive
6_0THN4chvY,11,BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT,0.25,Positive
6_0THN4chvY,12,SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT,1.8,Positive
6_0THN4chvY,13,ITS A GREAT ONE,2.2,Positive
6_0THN4chvY,14,I DEFINATELY RECOMMEND IT,2.2,Positive
6Egk_28TtTM,1,I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS,3.0,Positive
6Egk_28TtTM,2,AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE,2.0,Positive
6Egk_28TtTM,3,I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS,1.8,Positive
6Egk_28TtTM,4,WHICH I THOUGHT WAS AWESOME,2.8,Positive
6Egk_28TtTM,5,AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE,2.2,Positive
6Egk_28TtTM,6,AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP,2.0,Positive
6Egk_28TtTM,7,BECAUSE IT IS A GOOD MOVIE,2.2,Positive
6Egk_28TtTM,8,AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE,0.8,Positive
6Egk_28TtTM,9,LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL,-0.4,Negative
6Egk_28TtTM,10,I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY,0.6,Positive
6Egk_28TtTM,11,AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER,-1.2,Negative
6Egk_28TtTM,12,BUT IT ALL TURNS OUT GREAT IN THE END,2.4,Positive
7JsX8y1ysxY,1,UM GRAPHICS WERE INCREDIBLE,1.8,Positive
7JsX8y1ysxY,2,UM SOME REALLY GOOD ACTING,2.2,Positive
7JsX8y1ysxY,3,SOME REALLY SUCKY ACTING,-2.6,Negative
7JsX8y1ysxY,4,SO THIS WAS PRETTY FUNNY,1.4,Positive
7JsX8y1ysxY,5,COZ PEOPLE WERE LIKE EATING POPCORN AND YOU SEE THE FIRST SHOW AND PEOPLE YOU HEAR LIKE THIS THIS RIPPLE EFFECT OF WHISPERING OH MY GOD IS THAT A IS THAT AM I LOOKING AT THIS RIGHT WHAT,1.0,Positive
7JsX8y1ysxY,6,I THOUGHT THAT WAS REALLY FUNNY,1.6,Positive
7JsX8y1ysxY,7,UM THERE COULDVE BEEN LESS BLUE NUDITY,-1.6,Negative
7JsX8y1ysxY,8,BECAUSE WHAT WAS WEIRD WAS THE FACT THAT IN PART OF THE MOVIE HES WEARING LIKE A BLUE UM OVERALL FLONG THING MEDAL FLONG THING SO I WAS LIKE WHY NOT WEAR THE WHOLE WHOLE TIME YOU KNOW WHY WHY YOU GOT TO GO COMMAND ON US,-1.2,Negative
7JsX8y1ysxY,9,IT WAS FUNNY THOUGH,1.8,Positive
7JsX8y1ysxY,10,HES FUNNY,2.0,Positive
7JsX8y1ysxY,11,ITS KIND OF WEIRD,-1.0,Negative
7JsX8y1ysxY,12,I DONT KNOW CLASSIC SUPERHERO KIND OF GETTING ON KIND OF THING,0.6,Positive
7JsX8y1ysxY,13,ALL RIGHT SO ENOUGH OF THE NUDITY,-1.6,Negative
7JsX8y1ysxY,14,UM BUT WHAT SUCKED WHAT WAS BAD WAS MALIN AKERMAN THE GIRL WHO PLAYS THE SILK SPECTRE II,-2.2,Negative
7JsX8y1ysxY,15,UM JUNIOR LADY GIRL I KNOW I I MEAN SHE LOOKED FAN FANTASTIC,-0.4,Negative
7JsX8y1ysxY,16,SHE LOOKED PHENOMENAL,2.2,Positive
7JsX8y1ysxY,17,SHE LOOKED LIKE A SUPERHERO,0.8,Positive
7JsX8y1ysxY,18,BUT SHE ACTED LIKE POWER RANGER,-0.4,Negative
7JsX8y1ysxY,19,AND THERES A VAST DIFFERENCE BETWEEN THOSE TWO THINGS,-0.2,Negative
7JsX8y1ysxY,20,ILL TELL YOU WHO MADE THE MOVIE,0.8,Positive
7JsX8y1ysxY,21,WHO WAS JUST KICK ASS 100 OF TIME WAS THE GUY THAT PLAYED OUR RORSCHACH,1.8,Positive
7JsX8y1ysxY,22,BUT ANYWAYS HE WAS AWESOME,2.6,Positive
7JsX8y1ysxY,23,I THOUGHT THAT WAS VERY COOL,2.4,Positive
7JsX8y1ysxY,24,UM HE WAS AWESOME,2.4,Positive
7JsX8y1ysxY,25,LIKE HE WAS INCREDIBLE,2.6,Positive
7JsX8y1ysxY,26,THE OTHER GUY THAT DID A REALLY GOOD JOB WAS UM JEFFREY DEAN MORGAN,1.8,Positive
7JsX8y1ysxY,27,HE DID A VERY GOOD JOB,2.0,Positive
7JsX8y1ysxY,28,VERY DARK,-1.25,Negative
7JsX8y1ysxY,29,UM I REALLY LIKED SICKO GUY,-1.5,Negative
7JsX8y1ysxY,30,BUT UM HE DID A REALLY GOOD JOB AT ACTING,2.2,Positive
7JsX8y1ysxY,31,I WAS VERY IMPRESSED,2.2,Positive
7JsX8y1ysxY,32,SO OVERALL ITS ITS LIKE A BLEND OF YOUVE GOT ALTERNATIVE HISTORY,0.6,Positive
7JsX8y1ysxY,33,AND ITS VERY VERY INTERESTING,1.4,Positive
7JsX8y1ysxY,34,UM BUT ITS EXTREMELY DARK,-0.6,Negative
7JsX8y1ysxY,35,I WARN YOU ITS A VERY VERY DARK,-1.0,Negative
7JsX8y1ysxY,36,AND UM THERES NOT IN MY OPINION THERE WASNT VERY MUCH OF A BALANCE BETWEEN SORT OF LIKE THE GOOD EVIL KIND OF THING,-1.6,Negative
7JsX8y1ysxY,37,AND IT SEEMED LIKE EVERYTHING WAS SORT OF OVERWHELMINGLY BAD,-1.6,Negative
7JsX8y1ysxY,38,UM SO AT THE END THERES NOT REALLY A WHOLE LOT OF REDEEMING VALUE THAT I THINK YOU COME UP WITH,-1.8,Negative
7JsX8y1ysxY,39,BUT UM YOU KNOW OVERALL IT WAS GOOD,1.8,Positive
8d-gEyoeBzc,1,UM IM GONNA GIVE THE REASONS WHY I LIKE HIM,1.2,Positive
8d-gEyoeBzc,2,BUT MOSTLY IM GONNA GIVE THE REASONS OF WHY I DONT THINK HES GONNA BE A CLASSIC IN THE SAME WAY AS THE FIRST MOVIE PREDATOR OR ALIENS,-0.8,Negative
8d-gEyoeBzc,3,UM WHICH I THINK RODRIGEZ WAS GOING FOR HE TH TH HE ALWAYS SAID THAT HE WAS GONNA DO THE SEQUEL UM HE WANTED THIS TO BE UM TH THE PREDATOR EQUIVALENT OF ALIENS,-0.2,Negative
8d-gEyoeBzc,4,UM AS UM YOU KNOW AS ALIENS WAS TO ALIEN,-0.2,Negative
8d-gEyoeBzc,5,UM AND IM GONNA REALLY POINT OUT WHY THAT I DONT THINK HE REALLY PULLED HE PULLED THAT OFF,-2.0,Negative
8d-gEyoeBzc,6,UM WHY WAS A MISTAKE REALLY TO TRY AND DO THAT,-1.5,Negative
8d-gEyoeBzc,7,UM BUT I DID ENJOY IT,0.2,Positive
8d-gEyoeBzc,8,SO UM IM GONNA POINT OUT THE STUFF I DID LIKE THERE WERE SOME ACTION SCENES IN IT,1.2,Positive
8d-gEyoeBzc,9,THE CHARACTERS WERE WELL DEVELOPED UM NOT ALL OF THE CHARACTERS,1.4,Positive
8d-gEyoeBzc,10,BUT UM I WOULD SAY THAT UM THERE WAS THERES GOOD THERE WERE FOUR GOOD CHARACTERS IN THERE,0.6,Positive
8d-gEyoeBzc,11,UM I I LIKED AGENT BRODYS CHARACTER,1.6,Positive
8d-gEyoeBzc,12,I THOUGHT HE WAS UM WELL DEVELOPED,1.6,Positive
8d-gEyoeBzc,13,YOU KNOW WELL DRAWN OUT CHARACTER,1.4,Positive
8d-gEyoeBzc,14,SOMEONE YOU CARED ABOUT,0.0,Neutral
8d-gEyoeBzc,15,I LIKED THE GIRL WHO WAS THE ISRAELI SNIPER,0.8,Positive
8d-gEyoeBzc,16,I THOUGHT SHE WAS THE NUMBER ONE WELL DRAWN CHARACTER,1.2,Positive
8d-gEyoeBzc,17,UM I LIKED THE RUSSIAN GUY JURI,1.0,Positive
8d-gEyoeBzc,18,UM YOU CARED YOU THERE WAS ENOUGH IN THERE FOR YOU TO CARE ABOUT HIM,0.6,Positive
8d-gEyoeBzc,19,AND XXX WAS AN INTERESTING CHARACTER,1.6,Positive
8d-gEyoeBzc,20,UM HE HAD SOME FUNNY HE HAD A FEW ONE LINES THAT WAS QUITE QUITE FUNNY,1.2,Positive
8d-gEyoeBzc,21,YEAH ONCE UNFORTUNATELY UM I THINK IN THE WRITING SOMEWHERE THEY THEY JUST WERENT UM DEVELOPED ENOUGH FEAR TO CARE ABOUT THEM UM AND THAT INCLUDES IS IT TOPHER GRACES I THINK I THINK HIS NAME WAS INCLUDS HIS CHARACTER UM,-2.0,Negative
8d-gEyoeBzc,22,UM I JUST DIDNT THINK IT WAS WELL DEVELOPED ENOUGH AND UM I ALSO I I INCLUDE IN THAT LAURENCE FISHBURNES CHARACTER AS WELL,-1.0,Negative
8d-gEyoeBzc,23,WHO I THINK RODRIGEZ WHEN HE WROTE THE MO WROTE THE MOVIE WAS GOING FOR A MARLON BRANDO APOCALIPSE NOW TYPE OF CHARACTER,-0.4,Negative
8d-gEyoeBzc,24,BUT HE ACTUALLY FOUND UM WHEN HES SEEN COME UP IT SLOWED THE MOVIE DOWN UM AND THIS IS THE PROBLEM UM WITH PREDATOR TO PREDATORS COMPARED TO PREDATOR,-1.4,Negative
8d-gEyoeBzc,25,PREDATOR IS REALLY WELL PACED MOVIE,1.8,Positive
8d-gEyoeBzc,26,AND IT PICKS UP SPEED AND NEVER LETS GO EV EVEN IN THE SAME XXX WHERE THEY THEY SLOW YOU KNOW THEY MEANT TO HAVE SOME DIALOGUE AND AND TALK ABOUT WHATS GOING ON YO YOU KNOW,1.0,Positive
8d-gEyoeBzc,27,IT FELT THE MOVIE SLOWED DOWN WHERES IT IN THE MIDDLE OF THIS,-1.4,Negative
8d-gEyoeBzc,28,WHEN WHEN THEY THEY WITH UM LAURENCE FISHBURNE CHARACTER IT DOES SLOW DOWN A GREAT DEAL,-0.8,Negative
8d-gEyoeBzc,29,I DIDNT REALLY FEEL UM THE INCLUSION OF HIS CHARATER WAS NECESSARY,-1.4,Negative
8d-gEyoeBzc,30,UM IT COULDVE BEEN WRITTEN OUT,-0.8,Negative
8OtFthrtaJM,1,WHICH IS WHERE ALL GREAT RELATIONSHIPS SHOULD START,0.4,Positive
8OtFthrtaJM,2,AND JUST ITS VERY ITS VERY CHAOTIC AT THE END OF THIS MOVIE,-1.0,Negative
8OtFthrtaJM,3,I LITERALLY SAID OUT LOUD WHAT QUE WHAT IS THIS MOVIE THAT I AM SEEING WHAT IS THIS,-2.4,Negative
8OtFthrtaJM,4,I DO NOT UNDERSTAND THIS MOVIE,-2.0,Negative
8OtFthrtaJM,5,BUT THERES A REASON FOR THAT THERES A REASON FOR WHY I WAS CONFUSED,-0.2,Negative
8OtFthrtaJM,6,FIRST OFF THE COMMERCIAL MAKES THE TERRIBLE TERRIBLE MISTAKE OF SAYING THAT IT IS MORE THOUGHT PROVOKING THAN INCEPTION,-2.6,Negative
8OtFthrtaJM,7,THANKS A LOT COMMERCIAL,-1.4,Negative
8OtFthrtaJM,8,THE ENTIRE TIME I WAS CONSTANTLY COMPARING IT TO INCEPTION,-0.2,Negative
8OtFthrtaJM,9,BUT I MUST SAY THOSE ARE SOME PRETTY BIG SHOES TO FILL SO I THOUGHT MAYBE IT HAS A CHANCE,0.4,Positive
8OtFthrtaJM,10,I I SHOULD GIVE IT A SHOT YOU KNOW,0.6,Positive
8OtFthrtaJM,11,I WAS JUST WAITING FOR JOSEPH GORDON LEVITT TO COME OUT JUST JUMP OUT ANY TIME AND SAY ITS A PARADOX,-0.5,Negative
8OtFthrtaJM,12,NOW THE ONLY SUSPENSFUL PART THAT I FOUND IN THE FIRST THIRTY MINUTES OF THE MOVIE WAS WHEN MATT DAMON FIRST DISCOVERS THE BUREAU IN THE FIRST PLACE,-0.8,Negative
8OtFthrtaJM,13,WHICH KIND OF JUST RUINS THE SUSPENSE RIGHT THERE BECAUSE IF YOUVE GOT SOME CONVENIENT GUY IN A FEDORA TO JUST TELL YOU OH YES WE ARE THE ADJUSTEMENT BUREAU AND THIS IS WHAT WE DO YOU KNOW ITS JUST KIND OF RUINS THE SUSPENSE,-2.2,Negative
8OtFthrtaJM,14,AND NOW IM NOT IM NOT EXCITED ANYMORE,-1.4,Negative
8OtFthrtaJM,15,INTERESTINGLY IT TURNED OUT TO BE MORE OF A ROMANTIC COMEDY THAN IT WAS A THRILLER,0.0,Neutral
8OtFthrtaJM,16,UM YOU KNOW IT HAD SOME INTERESTING WRITING,0.6,Positive
8OtFthrtaJM,17,YOU KNOW IT WAS IT WAS FUNNY AT TIMES,1.0,Positive
8OtFthrtaJM,18,MATT DAMON IS A YOU KNOW HES A PRETTY FUNNY GUY,1.4,Positive
8OtFthrtaJM,19,BUT JUST ASIDE FROM THAT THEY REALLY DROPPED THE BALL ON THE SUSPENSFUL PARTS,-2.2,Negative
8OtFthrtaJM,20,OVERALL OVERALL IT HAD FAR TOO MANY PLOT HOLES,-1.8,Negative
8OtFthrtaJM,21,AND JUST NOT ENOUGH DEPTH TO BE INTERESTING,-2.2,Negative
8OtFthrtaJM,22,I HAVE TO SAY MY FAVORITE CHARACTER IN THE ENTIRE MOVIE IS THE CHARACTER THOMPSON,2.0,Positive
8OtFthrtaJM,23,BUT HES JUST THE CREEPIEST OLD GUY YOULL EVER SEE IN YOUR LIFE HE STANDS OVER PEOPLE WHEN THEYRE ASLEEP JUST STARING AT THEM,-1.0,Negative
8qrpnFRGt2A,1,AND UM I HAVE TO ADMIT I WAS WATCHING THIS I PURPOSLY PUT IT ON BECAUSE I FIGURED IT WOULD BE SOMETHING THAT WOULD BE STUPID THAT I COULD FALL ASLEEP IN THE MIDDLE OF AND NOT MISS TOO MUCH,-1.4,Negative
8qrpnFRGt2A,2,JUST WANTED SOMETHING TO WATCH WHILE I WAS FALLING ASLEEP,-0.4,Negative
8qrpnFRGt2A,3,SO I DIDNT DIDNT HAVE VERY HIGH EXPECTATIONS FOR THIS MOVIE,-1.6,Negative
8qrpnFRGt2A,4,AND I UM PRETTY MUCH IT PRETTY MUCH MET MY LOW EXPECTATIONS FOR THE MOST PART,-1.4,Negative
8qrpnFRGt2A,5,BECAUSE I THREE MAJOR COMPLAINTS I HAVE ABOUT THIS MOVIE,-1.4,Negative
8qrpnFRGt2A,6,UM BIGGEST ONE IS THE CGI EFFECTS WERE JUST TERRIBLE,-2.6,Negative
8qrpnFRGt2A,7,AND UM THE STORY WAS PRETTY WEIRD,-1.6,Negative
8qrpnFRGt2A,8,UM AND AGAIN I I IF I HAD TO PAY CLOSER ATTENTION I MIGHT HAVE FOLLOWED IT MORE,-0.8,Negative
8qrpnFRGt2A,9,AND MIGHT HAVE BEEN IT MIGHT HAVE MADE MORE SENSE,-1.0,Negative
8qrpnFRGt2A,10,UM UM THIS MOVIE THIS MOVIE UM BY HALF WAY THROUGH I WAS CHECKING THE TIME AND SAW THAT THIS MOVIE WAS TWO HOURS LONG,-2.2,Negative
8qrpnFRGt2A,11,WHICH I MEAN FOR A MOVIE ABOUT JI JOE NINTY MINUTES IS ENOUGH,-0.8,Negative
8qrpnFRGt2A,12,OK I DONT NEED A THREE HOUR MINI XXX ABOUT JI JOE,-2.0,Negative
8qrpnFRGt2A,13,BUT THATS JUST ME,-0.333333333,Negative
8qrpnFRGt2A,14,I THOUGHT THAT TWO HOURS WAS WAY TOO LONG FOR THIS MOVIE,-1.8,Negative
8qrpnFRGt2A,15,AND THE LAST BIG THING WAS UM JUST THE THE IT IT I KNOW ITS ABOUT JIJOE YOU KNOW OBVIOUSLY ITS GONNA BE ABOUT THE ARMY BUT IT JUST FELT LIKE UM LIKE UM MILITARY PROPAGANDA KIND OF LIKE YOU KNOW,-1.6,Negative
8qrpnFRGt2A,16,IT FELL LIKE I WAS WATCHING ONE OF THOSE ARMY OF ONE COMMERCIALS SOMETIMES,-1.0,Negative
8qrpnFRGt2A,17,OF COURSE ITS TOO MUCH,-0.666666667,Negative
8qrpnFRGt2A,18,OF COURSE ITS GONNA BE MAKING THEM LOOK GOOD JUST FINE,0.6,Positive
8qrpnFRGt2A,19,I I GUESS UM BUT THE FUNNY THING IS UM I MEAN FUNNY THING IS DESPITE AS DESPITE EVERYTHING BAD ABOUT THIS MOVIE I ENDED UP HALF WAY LIKING IT,0.6,Positive
8qrpnFRGt2A,20,AND THATS BECAUSE ABOUT HALF WAY THROUGH THE MOVIE I REALIZED THAT THIS IS JUST ITS REALLY JUST A CARTOON,-0.8,Negative
8qrpnFRGt2A,21,IF YOU LOOK AT IT AS A LIVE ACTION MOVIE YOU YOURE GONNA BE DISAPPOINTED,-2.0,Negative
8qrpnFRGt2A,22,BUT IF YOU LOOK AT IT AS A CARTOON WHICH IS PRETTY MUCH MOSTLY IS WITH ALL THE CGI FX,-1.0,Negative
8qrpnFRGt2A,23,AND AND THERE IS A LOT OF IT,-0.333333333,Negative
8qrpnFRGt2A,24,I MEAN THIS MOVIE MAKES UM MAKES UM STAR WARS PRETTY CLOSE,0.0,Neutral
8qrpnFRGt2A,25,I MEAN ITS ITS ABOUT THAT LEVEL STAR WAR IS,0.2,Positive
8qrpnFRGt2A,26,PRETTY CLOSE AS FAR AS JUST CGI HEAVY LIKE THIS TIME ITS WHAT ITS LIKE HUMAN FACE AND EVERYTHING AROUND THAT FACE IS CARTOON CGI COMPUTER EFFECTS,-1.2,Negative
9c67fiY0wGQ,1,AT FIRST I THOUGHT THE MOVIE WOULD APPEAL MORE TO YOUNGER AUDIENCE,-0.2,Negative
9c67fiY0wGQ,2,BUT I ACTUALLY FOUND MYSELF ENJOYING THE MOVIE AND LAUGHING,1.8,Positive
9c67fiY0wGQ,3,I THINK THE MOVIE REALLY DEPICTED THE LIVELINESS OF NEW YORK CITY WHILE SINCE IM A NEW YORKER MYSELF,2.0,Positive
9c67fiY0wGQ,4,I ALSO LIKED HOW THE STORYLINE OF THE MOVIE WORKED TOGETHER SMOOTHLY,2.0,Positive
9c67fiY0wGQ,5,THE MOVIE ALSO DELIVERS MANY MEANINGFUL MESSAGES,2.0,Positive
9c67fiY0wGQ,6,I ALSO THOUGHT SOME PARTS OF THE MOVIE WERE FUNNY FOR EXAMPLE UM GARGAMELS CAT FACIAL EXPRESSIONS,1.8,Positive
9c67fiY0wGQ,7,THEYRE SO HILARIOUS AND SIMILAR TO XXX PERSON WITH THAT,2.0,Positive
9c67fiY0wGQ,8,I RECOMMEND THIS FILM TO CHILDREN SIX AND UP,2.2,Positive
9c67fiY0wGQ,9,IT IS A FUN FAMILY FILM,1.8,Positive
9c67fiY0wGQ,10,PARENTS WILL FIND THEMSELVES LAUGHING AS THEY REMINISCE THEY CHILDHOOD,1.6,Positive
9c67fiY0wGQ,11,AND CHILDREN WILL LIKE THE MOVIE,1.6,Positive
9c67fiY0wGQ,12,SINCE THE SMURFS ARE SO ADORABLE AND THEY GO ON THRILLING ADVENTURES,2.0,Positive
9J25DZhivz8,1,THIS MOVIE IS ADORABLE,2.2,Positive
9J25DZhivz8,2,THIS MOVIE IS JUST TOO ADORABLE,2.4,Positive
9J25DZhivz8,3,THERE WERE SOME REALLY GOOD THINGS ABOUT THIS MOVIE,2.0,Positive
9J25DZhivz8,4,THE VOICE ACTING EXCELLENT,2.8,Positive
9J25DZhivz8,5,THE VISUALS WERE GREAT,1.8,Positive
9J25DZhivz8,6,THIS WAS PROBABLY THE BEST 3D MOVIE IVE SEEN IN A LONG TIME COZ IT ACTUALLY USED 3D,2.8,Positive
9J25DZhivz8,7,TOY STORY HAD ELEMENTS OF IT BUT THIS MOVIE PLAYED WITH 3D AND UM DIFFERENT WAYS TO COME AT YOU OUT OF THE SCREEN,2.2,Positive
9J25DZhivz8,8,SO I LIKED THAT A LOT,2.2,Positive
9J25DZhivz8,9,THE VOICE ACTING IN THIS WAS INCREDIBLE,2.6,Positive
9J25DZhivz8,10,STEVE CARELL VOICES GRU AND RUSSELL BRAND ACTUALLY REALLY IMPRESSED ME WITH HIS OLD MAN VOICE FOR THE DOCTOR,1.8,Positive
9J25DZhivz8,11,OF I COULDNT I COULDNT EVEN BELIEVE IT WAS RUSSELL BRAND,0.8,Positive
9J25DZhivz8,12,I KEPT I WAS LISTENING BORED,0.2,Positive
9J25DZhivz8,13,AND THERE WAS MAYBE ONE TIME WHEN I THOUGHT I ACTUALLY HEARD RUSSELL BRAND HIMSELF,-0.25,Negative
9J25DZhivz8,14,BUT OTHERWISE I THOUGHT HE WAS EXCELLENT,1.8,Positive
9J25DZhivz8,15,AS FOR 3D I SAY YES,1.0,Positive
9J25DZhivz8,16,THERES ONE SCENE IN THIS MOVIE THAT MAKES 3D ENTIRELY WORTH IT,2.4,Positive
9J25DZhivz8,17,AND SOME PEOPLE MIGHT THINK THAT THERES A LOT OF CHEAP TRICKS,0.5,Positive
